ld,paper,origin_chamber,snum,title,committee,final_disposition,governor_action,chaptered_law,chapter,became_law,last_house_action,last_senate_action,sponsor_count,action_count,roll_call_count,amendment_count,ps_url,lawmaker_summary_url
1053,HP0682,House,132,An Act to Ensure That Rebates from Prescription Drug Manufacturers Are Passed on to Patients at Pharmacies,"Health Coverage, Insurance and Financial Services","Ought Not to Pass Pursuant To Joint Rule 310, Apr 17, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",4/17/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),10,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0682,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0682&SessionID=16
1054,HP0683,House,132,An Act to Amend Certain Definitions in the Laws Governing Conservation Easements,"Agriculture, Conservation and Forestry","Enacted, Apr 3, 2026","Signed, Apr 3, 2026","ACTPUB, Chapter 609",609,True,3/26/2026 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"3/30/2026 - PASSED TO BE ENACTED , in concurrence.",5,9,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0683,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0683&SessionID=16
1055,HP0684,House,132,An Act to Prohibit Discrimination in Access to Anatomical Donations and Organ Transplants,"Health Coverage, Insurance and Financial Services","Ought Not to Pass Pursuant To Joint Rule 310, Apr 8, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",4/8/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),5,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0684,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0684&SessionID=16
1056,HP0685,House,132,An Act to Clarify the Tax Treatment of Prepaid Wireless Telecommunications Service in Maine,Taxation,"Died On Adjournment, Apr 29, 2026",,,,False,6/17/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,4/29/2026 - Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),1,10,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0685,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0685&SessionID=16
1057,HP0686,House,132,"Resolve, to Aid Municipalities, Animal Control Officers and Other Parties in Complying with Electronic Dog Licensing Requirements","Agriculture, Conservation and Forestry","Accepted Majority (ONTP) Report, May 21, 2025",,,,False,"5/20/2025 - Reports READ . Representative PLUECKER of Warren, MOVED to ACCEPT the Majority Ought Not to Pass Report. Representative GREENWOOD of Wales REQUESTED a division on the motion to ACCEPT the Majority Ought Not to Pass Report. The Chair ordered a division. A vote of the House was taken. 74 voted in favor of the same and 64 against, and accordingly the Majority Ought Not to Pass Report was ACCEPTED . Sent for concurrence. ORDERED SENT FORTHWITH.",5/21/2025 - Reports Read On motion by Senator TALBOT ROSS of Cumberland the Majority Ought Not to Pass Report ACCEPTED in concurrence. Placed in Legislative Files (DEAD),1,4,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0686,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0686&SessionID=16
1058,HP0687,House,132,An Act to Prevent Dental Insurance Companies from Denying Coverage When Other Insurance Is Involved,"Health Coverage, Insurance and Financial Services","Ought Not to Pass Pursuant To Joint Rule 310, Apr 17, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",4/17/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),1,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0687,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0687&SessionID=16
1059,HP0688,House,132,"An Act to Establish the Process for the Selection of Delegates for a Convention Called Under the United States Constitution, Article V",State and Local Government,"Accepted Minority (ONTP) Report, Apr 7, 2026",,,,False,"4/2/2026 - Reports READ . Motion of Representative SALISBURY of Westbrook to ACCEPT the Majority Ought to Pass as Amended Report FAILED . ROLL CALL NO. 721 (Yeas 56 - Nays 90 - Absent 4 - Excused 0 - Vacant 1) Subsequently, on motion of Representative SALISBURY of Westbrook, the Minority Ought Not to Pass Report was ACCEPTED . Sent for concurrence. ORDERED SENT FORTHWITH.","4/7/2026 - Taken from the table by the President ACCEPTANCE of The Majority Ought to Pass As Amended by Committee Amendment ""A"" (H-933) Report FAILED. Roll Call Ordered Roll Call Number 898 Yeas 14 - Nays 17 - Excused 4 - Absent 0 Subsequently, The Minority Ought Not To Pass Report ACCEPTED in concurrence. Placed in Legislative Files (DEAD)",1,6,2,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0688,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0688&SessionID=16
1060,HP0689,House,132,An Act to Provide Funding to Reduce Stigma for Parents Seeking Support,Health and Human Services,"Died On Adjournment, Apr 29, 2026",,,,False,5/22/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,4/29/2026 - Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),1,8,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0689,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0689&SessionID=16
1061,HP0690,House,132,An Act to Increase Community Support for Families in Maine,Health and Human Services,"Died On Adjournment, Apr 29, 2026",,,,False,"5/7/2025 - This being an emergency measure, a two-thirds vote of all the members elected to the House was necessary. PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.",4/29/2026 - Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),1,8,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0690,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0690&SessionID=16
1062,HP0691,House,132,An Act to Eliminate Background Checks for Private Sales of Firearms,Judiciary,"Accepted Majority (ONTP) Report, Jun 13, 2025",,,,False,"6/12/2025 - Reports READ . On motion of Representative KUHN of Falmouth, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 456 (Yeas 76 - Nays 72 - Absent 1 - Excused 2) Sent for concurrence. ORDERED SENT FORTHWITH.","6/13/2025 - Taken from the table by the President On motion by Senator LAWRENCE of York, the Senate RECONSIDERED whereby it FAILED to ACCEPT the Majority Ought Not to Pass Report. The Majority Ought Not To Pass Report ACCEPTED PREVAILED Roll Call Ordered Roll Call Number 536 Yeas 18 - Nays 15 - Excused 2 - Absent 0 Placed in Legislative Files ( DEAD )",9,5,4,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0691,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0691&SessionID=16
1063,HP0692,House,132,An Act to Require Competitive Procurement of Electricity from Generators Fueled by Municipal Solid Waste in Conjunction with Recycling,"Energy, Utilities and Technology","Died Between Houses, Jun 3, 2025",,,,False,"6/2/2025 - The House INSISTED on ACCEPTANCE of the Minority Ought to Pass as Amended Report and PASSAGE TO BE ENGROSSED as Amended by Committee Amendment ""A"" (H-238) ORDERED SENT FORTHWITH.","6/3/2025 - Senator PIERCE of Cumberland moved The Senate INSIST on ACCEPTANCE of The Majority Ought Not To Pass Report. Motion by Senator STEWART of Aroostook to RECEDE and CONCUR FAILED. Roll Call Ordered Roll Call Number 305 Yeas 13 - Nays 18 - Excused 4 - Absent 0 Subsequently, The Senate INSISTED on ACCEPTANCE of The Majority Ought Not To Pass Report. Placed in Legislative Files (DEAD)",4,8,3,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0692,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0692&SessionID=16
1064,HP0693,House,132,An Act to Ensure Automobile Insurance Rates Are Maintained upon the Death of a Spouse,"Health Coverage, Insurance and Financial Services","Ought Not to Pass Pursuant To Joint Rule 310, Apr 8, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",4/8/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),1,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0693,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0693&SessionID=16
1065,SP0438,Senate,132,An Act Regarding the Reduction and Recycling of Food Waste,Environment and Natural Resources,"Enacted, Jun 24, 2025","Unsigned, Jun 24, 2025","ACTPUB, Chapter 419",419,True,6/9/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/10/2025 - On motion by Senator STEWART of Aroostook Tabled until Later in Today's Session, pending PASSAGE TO BE ENACTED in concurrence. Taken from the table by the President Subsequently, PASSED TO BE ENACTED in concurrence.",7,7,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0438,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0438&SessionID=16
1066,SP0450,Senate,132,An Act Regarding Limits on Municipal General Assistance Programs,Health and Human Services,"Ought Not to Pass Pursuant To Joint Rule 310, May 22, 2025",,,,False,None,5/22/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),4,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0450,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0450&SessionID=16
1067,SP0451,Senate,132,An Act to Improve the Process for Mobile Home Owners to Purchase Their Mobile Home Park,Housing and Economic Development,"Accepted Majority (ONTP) Report, Jun 4, 2025",,,,False,"6/4/2025 - Reports READ . On motion of Representative GERE of Kennebunkport, the Majority Ought Not to Pass Report was ACCEPTED . In concurrence. ORDERED SENT FORTHWITH. Placed in the Legislative Files. ( DEAD )",6/3/2025 - Reports Read On motion by Senator CURRY of Waldo the Majority Ought Not to Pass Report ACCEPTED. PREVAILED Roll Call Ordered Roll Call Number 331 Yeas 20 - Nays 13 - Excused 2 - Absent 0 Sent down for concurrence,5,4,1,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0451,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0451&SessionID=16
1068,SP0452,Senate,132,An Act to Allow the People to Elect the State Auditor,State and Local Government,"Died On Adjournment, Jun 25, 2025",,,,False,None,6/25/2025 - Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),5,12,0,2,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0452,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0452&SessionID=16
1069,SP0454,Senate,132,"Resolve, Directing the Department of Education to Review Personal Finance Course Offerings in Maine Schools and Convene a Working Group of Relevant Stakeholders",Education and Cultural Affairs,"Finally Passed, Jan 11, 2026","Unsigned, Jan 11, 2026","RESLV, Chapter 125",125,True,6/25/2025 - FINALLY PASSED . Sent for concurrence. ORDERED SENT FORTHWITH.,7/8/2025 - HELD BY THE GOVERNOR.,8,11,0,2,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0454,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0454&SessionID=16
1070,SP0455,Senate,132,"Resolve, to Study a Medicaid Forward Plan for Maine",Health and Human Services,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 29, 2025",,,,False,None,4/29/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),7,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0455,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0455&SessionID=16
1071,SP0456,Senate,132,"Resolve, Directing the Department of Education to Conduct a Review of the Implementation of Public Law 2021, Chapter 295 and Directing the Department of Health and Human Services to Consult with School Administrators Regarding Developing a Plan for Community-based Crisis Receiving Centers",Education and Cultural Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, May 14, 2025",,,,False,None,5/14/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),4,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0456,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0456&SessionID=16
1072,SP0458,Senate,132,An Act to Amend the Laws Governing the Land for Maine's Future Program and to Authorize the Use of Options to Purchase at Agricultural Value,"Agriculture, Conservation and Forestry","Enacted, Jul 1, 2025","Signed, Jul 1, 2025","ACTPUB, Chapter 471",471,True,6/2/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,6/25/2025 - On motion by Senator ROTUNDO of Androscoggin taken from the Special Appropriations Table PASSED TO BE ENACTED in concurrence.,1,7,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0458,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0458&SessionID=16
1073,HP0695,House,132,An Act to Amend Provisions of the Maine Metallic Mineral Mining Act to Advance Health Equity and Improve the Well-being of Vulnerable Populations,Environment and Natural Resources,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 8, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",4/8/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),10,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0695,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0695&SessionID=16
1074,HP0696,House,132,An Act to Remove the Limit on the Length of Probation That May Be Served for Aggravated Attempted Murder,Criminal Justice and Public Safety,"Enacted, Jun 9, 2025","Signed, Jun 9, 2025","ACTPUB, Chapter 207",207,True,5/29/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/2/2025 - PASSED TO BE ENACTED , in concurrence.",9,6,0,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0696,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0696&SessionID=16
1075,HP0697,House,132,An Act to Require Annual Reporting Regarding the Low-income Home Energy Assistance Program,Housing and Economic Development,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 17, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",4/17/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),10,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0697,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0697&SessionID=16
1076,HP0698,House,132,An Act to Hire School Security Officers to Protect Students and Make Schools Safer,Education and Cultural Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 29, 2025",,,,False,"3/21/2025 - Carried over, in the same posture, to the next special or regular session of the 132nd Legislature, pursuant to Joint Order SP 519.",4/29/2025 - Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),10,3,0,0,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0698,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0698&SessionID=16
1077,HP0699,House,132,An Act to Exempt Drinking Water from Sales and Use Tax,Taxation,"Accepted Majority (ONTP) Report, Jun 17, 2025",,,,False,"6/17/2025 - Reports READ . On motion of Representative CLOUTIER of Lewiston, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 537 (Yeas 75 - Nays 72 - Absent 2 - Excused 2) Sent for concurrence. ORDERED SENT FORTHWITH.",6/17/2025 - Reports Read On motion by Senator TIPPING of Penobscot the Majority Ought Not to Pass Report ACCEPTED in concurrence. PREVAILED Roll Call Ordered Roll Call Number 601 Yeas 18 - Nays 16 - Excused 1 - Absent 0 Placed in Legislative Files (DEAD),10,4,2,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0699,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0699&SessionID=16
1078,HP0700,House,132,An Act to Support Maine's Public Health Objectives by Increasing Access to Hypodermic Apparatus Exchange Programs,Health and Human Services,"Enacted, Jun 22, 2025","Unsigned, Jun 22, 2025","ACTPUB, Chapter 408",408,True,6/9/2025 - PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,"6/10/2025 - PASSED TO BE ENACTED , in concurrence.",8,6,2,1,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0700,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0700&SessionID=16
